forma_de_citar,licencia,registros,registros_mexico,doi
"Servín-Martínez J. I. 2007. Distribución histórica, prospección actual y áreas potenciales para reintroducir lobo mexicano (Canis lupus baileyi) en Durango, sur de la Sierra Madre Occidental, México. Universidad Juárez del Estado de Durango. Bases de datos SNIB-CONABIO, proyecto BE029. México, D. F.",CC BY 4.0,599,582,
CONABIO. 2022. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-NC-SA 4.0,598,592,
Ramírez B (2018). Mamíferos voladores laguna El Tinije. Version 6.6. Asociación de Becarios del Casanare. Occurrence dataset https://doi.org/10.15472/ch49b6 accessed via GBIF.org on 2022-07-07.,CC0 1.0,593,0,https://doi.org/10.15472/ch49b6
Universidad del Valle de Guatemala (2022). Universidad del Valle de Guatemala - Colecciones Biológicas - Mamíferos. Occurrence dataset https://doi.org/10.15468/qr7zcz accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,592,0,https://doi.org/10.15468/qr7zcz
Bonell Rojas W Y (2018). Caracterización biológica en la Serranía de San Lucas 2015. Version 2.0. Parques Nacionales Naturales de Colombia. Occurrence dataset https://doi.org/10.15472/uarl1x accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,591,0,https://doi.org/10.15472/uarl1x
"Ballance L, Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, STAR 2000, Cruise 1615. Version 2.0. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/ft4ubj accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,589,422,https://doi.org/10.15468/ft4ubj
CONABIO. 2021. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-NC-ND 4.0,586,571,
"Castillo L S, Cardona D (2018). Registro de murciélagos del Cañón del Chicamocha, Santander (2013 - 2014). Fundación Chimbilako. Occurrence dataset https://doi.org/10.15472/klqp6o accessed via GBIF.org on 2022-07-07.",CC0 1.0,584,0,https://doi.org/10.15472/klqp6o
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, PODS 1992, Cruise 1468. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/211) on yyyy-mm-dd. https://doi.org/10.15468/2gesqm accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,582,284,https://doi.org/10.15468/2gesqm
"Rodriguez -Bolaños A, Solórzano A (2021). Colección Mastozoológica de la Universidad Distrital Francisco José de Caldas. Version 1.3. Universidad Distrital Francisco José de Caldas. Occurrence dataset https://doi.org/10.15472/dcmcu7 accessed via GBIF.org on 2022-07-07.",CC0 1.0,582,0,https://doi.org/10.15472/dcmcu7
"Bermudez Diaz M, Romero J F, Rodríguez M. G M, Guillen R, Angie C (2022). Monitoreos en áreas de compensación por pérdida de biodiversidad relacionadas al Gasoducto Loop San Mateo. Version 1.5. Promigas S.A E.S.P. Occurrence dataset https://doi.org/10.15472/v2k7qk accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,579,0,https://doi.org/10.15472/v2k7qk
"Álvarez-Castañeda S. T. y E. Rios. 2011. Códigos de barras del ADN de mamíferos topotipos de México Fase I: Noroeste mexicano. Centro de Investigaciones Biológicas del Noroeste S. C. Bases de datos SNIB-CONABIO, proyecto HB037. México, D. F.",CC BY 4.0,578,578,
"Ballance L, Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, STAR 1998, Cruise 1612. Version 2.0. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/ms8tfw accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,566,557,https://doi.org/10.15468/ms8tfw
"Rodríguez-Maturino J. A., A. Garza-Herrera, E. E. Aragón-Piña, S. R. Gutiérrez-Reyes, J. M. Cabral-Ontiveros, A. J. Álvarez-Deras, F. Ríos-Ruiz y L. L. Hernández-Perea. 2013. Aves y mamíferos del Parque Nacional Sierra de Órganos, Zacatecas. Centro de Ecología Regional A. C. Bases de datos SNIB-CONABIO, proyecto IE003. México, D. F.",CC BY 4.0,565,565,
"Ressl R., M. I. Cruz-López, L. Lara-Morales, M. Gual-Díaz, D. Ocaña-Nava, P. G. Díaz-Maeda, A. Pérez-Bello y A. J. Wickel. 2008. Sistema de información sobre Bosque Mesófilo de Montaña de México para apoyo en programas de restauración (Fase 1). Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO, proyecto EQ007. México, D. F.",CC BY 4.0,561,561,
"Ropert-Coudert Y, Van de Putte A P, Bornemann H, Charrassin J, Costa D P, Danis B, Hückstädt L A, Jonsen I D, Lea M, Reisinger R R, Thompson D, Torres L G, Trathan P N, Wotherspoon S, Ainley D G, Alderman R, Andrews-Goff V, Arthur B, Ballard G, Bengtson J, Bester M N, Boehme L, Bost C, Boveng P, Cleeland J, Constantine R, Crawford R J M, Dalla Rosa L, de Bruyn P N, Delord K, Descamps S, Double M, Emmerson L, Fedak M, Friedlander A, Gales N, Goebel M, Goetz K T, Guinet C, Goldsworthy S D, Harcourt R, Hinke J, Jerosch K, Kato A, Kerry K R, Kirkwood R, Kooyma G L, Kovacs K M, Lawton K, Lowther A D, Lydersen C, Lyver P O, Makhado A B, Márquez M E I, McDonald B, McMahon C, Muelbert M, Nachtsheim D, Nicholls K W, Nordøy E S, Olmastroni S, Phillips R A, Pistorius P, Plötz J, Pütz K, Ratcliffe N, Ryan P G, Santos M, Schytte Blix A, Southwell C, Staniland I, Takahashi A, Tarroux A, Trivelpiece W, Wakefield E, Weimerskirch H, Wienecke B, Xavier J C, Raymond B, Hindell M A (2020): The Retrospective Analysis of Antarctic Tracking (Standardised) Data from the Scientific Committee on Antarctic Research. v1.3. SCAR - AntOBIS. Dataset/Metadata. https://ipt.biodiversity.aq/resource?r=raatd_scar_trackingdata&v=1.3 https://doi.org/10.4225/15/5afcb927e8162 accessed via GBIF.org on 2022-07-07.",CC BY 4.0,559,0,https://doi.org/10.4225/15/5afcb927e8162
"Urbán-Ramírez J. 1999. La ballena jorobada, Megaptera novaeangliae, en la Península de Baja California, México. Universidad Autónoma de Baja California Sur. Bases de datos SNIB-CONABIO, proyecto H035. México, D. F.",CC BY 4.0,556,556,
"Barlow, J. 2004. SWFSC Marine Mammal Survey, CADDIS 1995, Cruise 1601. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/217) on yyyy-mm-dd. https://doi.org/10.15468/er2sb9 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,543,536,https://doi.org/10.15468/er2sb9
"Martínez-Vázquez J. 2001. Mastofauna de la vertiente occidental (oeste) del Parque Nacional Pico de Orizaba, Puebla (Fase 1). Escuela de Biología. Benemérita Universidad Autónoma de Puebla. Bases de datos SNIB-CONABIO, proyecto R044. México, D. F.",CC BY 4.0,538,538,
CONABIO. 2019. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-NC-ND 4.0,536,536,
"Rivera Torres C Y, López Orjuela H A (2020). Inventario de fauna silvestre asociada a hábitat de Oso andino,  en Áreas Protegidas Regionales y ecosistemas estratégicos en la Jurisdicción de Corpoboyacá, a través de fototrampeo. Version 2.1. Corpoboyacá - Corporación Autónoma Regional de Boyacá. Occurrence dataset https://doi.org/10.15472/lrl7xz accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,535,0,https://doi.org/10.15472/lrl7xz
"Cavelier Franco I, Becoche Mosquera J M (2022). Proyecto COL88611 para la conservación y uso sostenible de ecosistemas secos. Version 2.2. Patrimonio Natural Fondo para la Biodiversidad y Áreas Protegidas 'Patrimonio Natural'. Occurrence dataset https://doi.org/10.15472/cwbrno accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,531,0,https://doi.org/10.15472/cwbrno
"Gall L (2022). Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum. Yale University Peabody Museum. Occurrence dataset https://doi.org/10.15468/4mm6uc accessed via GBIF.org on 2022-07-07.",CC0 1.0,530,461,https://doi.org/10.15468/4mm6uc
"Lorenzo-Monterrubio C. 2014. Estado actual de conservación de liebres y conejos en categoría de riesgo en México. Unidad San Cristóbal de las Casas. El Colegio de la Frontera Sur. Bases de datos SNIB-CONABIO, proyecto HK052. México, D. F.",CC BY 4.0,525,525,
"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A, Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D (2022). Caracterización de fauna terrestre y flora en el arroyo Bruno, municipio de Albania, La Guajira. Version 2.2. Carbones del Cerrejón Limited. Occurrence dataset https://doi.org/10.15472/rsr3yg accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,523,0,https://doi.org/10.15472/rsr3yg
"Schondube, J. E., A. Domínquez-Pérez y J. I. Ayala-Berdón. 2020. Desarrollo de modelos fisiológicos para predecir la distribución geográfica de murciélagos filostómidos y colibríes. Universidad Nacional Autónoma de México. Centro de Investigaciones en Ecosistemas. Instituto de Investigaciones en Ecosistemas y Sustentabilidad. Base de datos SNIB-CONABIO, proyecto JM056. Ciudad de México",CC BY 4.0,521,0,
"Ballance L, Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, STAR 2003, Cruise 1624. Version 2.0. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/szzgj3 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,518,504,https://doi.org/10.15468/szzgj3
iNaturalistMX. Disponible en https://mexico.inaturalist.org. Acceso 16 de febrero de 2024,CC BY 4.0,517,517,
CONABIO. 2021. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY 4.0,516,469,
"Aguirre-Muñoz A., L. Luna-Mendoza, J. C. Hernández-Montoya, F. Méndez-Sánchez, J. M. Barredo-Barberena, M. Félix-Lizárraga, M. A. Hermosillo-Bueno, N. Silva-Estudillo, F. Torres, A. Manríquez-Ayub, A. Allen-Amescua, A. Leal-Sandoval, M. Rodríguez-Malagón y A. Manríquez-Ayub. 2013. Restauración y conservación de Isla Guadalupe. Grupo de Ecología y Conservación de Islas A. C. Bases de datos SNIB-CONABIO, proyecto DQ013. México, D. F.",CC BY 4.0,509,509,
"Roncancio Duque N J, Velez Venegas L A (2021). Densidad poblacional para fauna medida por medio de cámaras trampa en los Valores Objeto de Conservación (VOC) del territorial Andes Occidentales. Version 1.1. Parques Nacionales Naturales de Colombia. Sampling event dataset https://doi.org/10.15472/gnes7k accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,501,0,https://doi.org/10.15472/gnes7k
"Martínez-Gallardo R. 2007. Inventario de los murciélagos de los parques nacionales Sierra de San Pedro Mártir y Constitución de 1857, Baja California, México. Facultad de Ciencias. Universidad Autónoma de Baja California. Bases de datos SNIB-CONABIO, proyecto BK009. México, D. F.",CC BY 4.0,493,493,
"Meave-del Castillo J. A. y A. M. Luis-Martínez. 2000. Caracterización biológica del Monumento Natural Yaxchilán como un elemento fundamental para el diseño de su plan rector de manejo. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto M099. México, D. F.",CC BY 4.0,490,490,
Peréz Gallego C M (2022). Registros biológicos de especies de fauna vertebrada terrestre en la central hidroeléctrica Miel I - 2007. Version 4.3. ISAGEN S.A. E.S.P.. Occurrence dataset https://doi.org/10.15472/22xftg accessed via GBIF.org on 2022-07-07.,CC0 1.0,487,0,https://doi.org/10.15472/22xftg
"Arango Gutierrez E R, Valencia Escobar G A (2021). Fauna presente en el proyecto Minera de Cobre Quebradona, municipio de Jericó. Version 1.2. AngloGold Ashanti Colombia S.A.S. Occurrence dataset https://doi.org/10.15472/0njhgg accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,482,0,https://doi.org/10.15472/0njhgg
"Gómez-Escamilla M. 2004. Anfibios, reptiles y mamíferos del corredor biológico del norte de Yucatán depositados en las colecciones de la Escuela Nacional de Ciencias Biológicas. Escuela Nacional de Ciencias Biológicas. Instituto Politécnico Nacional. Bases de datos SNIB-CONABIO, proyecto Y013. México, D. F.",CC BY 4.0,476,476,
"Gatica-Colima A., J. M. Martínez-Calderas, L. de León-Pesqueira, D. A. Ramírez-Castorena y D. M. Cuevas-Ortalejo. 2019. Inventario multitaxonómico del ANP Médanos de Samalayuca. Universidad Autónoma de Ciudad Juárez. Bases de datos SNIB-CONABIO, proyecto PJ018. Ciudad de México",CC BY 4.0,474,474,
CONABIO. 2025. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-NC-SA 4.0,466,297,
"Dirzo R. y G. Gutiérrez. 2006. Análisis de los efectos ecológicos del aprovechamiento forestal en el Corredor Biológico Mesoamericano: mamíferos, plantas y sus interacciones. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto BJ005. México, D. F.",CC BY 4.0,465,465,
"Briones-Salas M., M. C. Lavariega, Y. Martínez-Ayón, N. Martín-Regalado y Y. Santiago-Matías. 2019. Modelado de la distribución geográfica de mamíferos endémicos y en riesgo de conservación de Oaxaca. Unidad Oaxaca. Centro Interdisciplinario de Investigación para el Desarrollo Integral Regional. Bases de datos SNIB-CONABIO, proyecto JM011. Ciudad de México",CC BY 4.0,464,40,
"Morales Martínez D M, Herrera Collazos E (2021). Murciélagos observados en la expedición al Río Apaporis - Proyecto Colombia BIO. Version 2.5. Instituto Amazónico de Investigaciones Científicas - SINCHI. Occurrence dataset https://doi.org/10.15472/azmm7s accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,460,0,https://doi.org/10.15472/azmm7s
"Lorenzo-Monterrubio C. 2001. Colección Mastozoológica del Sureste de México (ECOSUR-SC). Colección Mastozoológica ECOSUR-SC. Unidad San Cristóbal de las Casas. El Colegio de la Frontera Sur. Bases de datos SNIB-CONABIO. México, D. F.",CC BY 4.0,458,458,
"Londoño Gutiérrez N, Rojas Rojas J E (2021). Registros del inventario y monitoreo de la Biodiversidad en la Jurisdicción de la Corporación Autónoma Regional de Cundinamarca CAR. Version 1.2. CAR - Corporación Autónoma Regional de Cundinamarca. Occurrence dataset https://doi.org/10.15472/wuexrk accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,456,0,https://doi.org/10.15472/wuexrk
"Ramos, E. 2012. Oceanic Society's Marine Mammal Sightings in Belize 1992 - 2011. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/798) on yyyy-mm-dd. https://doi.org/10.15468/gxdxwg accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,445,0,https://doi.org/10.15468/gxdxwg
"Calderón Leytón J J, Noguera Urbano E A, Cabrera Ojeda C, Arevalo Cortes J A, Tulcán Flores J E (2021). Colección de mamíferos voladores y no voladores de la Universidad de Nariño. Version 5.3. Universidad de Nariño. Occurrence dataset https://doi.org/10.15472/zska7m accessed via GBIF.org on 2022-07-07.",CC0 1.0,444,0,https://doi.org/10.15472/zska7m
"Moreno Santoyo E. 2020. Proyecto de Licuefacción de Gas Natural en Energía Costa Azul. ECA Liquefaction S. de R. L. de C. V. Ensenada, BC. México. Bases de datos SNIB-CONABIO (fauna-ahuyentamiento y observación), proyecto Z069. Ciudad de México",CC BY 4.0,438,438,
"Moreno Santoyo E. 2020. Proyecto de Licuefacción de Gas Natural en Energía Costa Azul. ECA Liquefaction S. de R.L. de C.V. Ensenada, BC. México. Bases de datos SNIB-CONABIO (fauna-marcado), proyecto Z069. Ciudad de México",CC BY 4.0,435,435,
"Velázquez J. A. y G. Bocco. 2004. Biodiversidad, hábitat y manejo en el Parque Nacional Pico de Tancítaro, Michoacán, México. Instituto de Geografía. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto R092. México, D. F.",CC BY 4.0,431,431,
"Contreras-Balderas A. J. 2000. Estudio taxonómico de las aves y mamíferos del Valle Cuatrociénegas, Coahuila, México. Facultad de Ciencias Biológicas. Universidad Autónoma de Nuevo León. Bases de datos SNIB-CONABIO, proyecto H291. México, D. F.",CC BY 4.0,424,424,
"Martínez Medina D, Corral Gómez J N (2021). Línea base general derivada de sonidos unidireccionales (ultrasonido) para el valle medio del Magdalena - VMM. Version 1.1. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Sampling event dataset https://doi.org/10.15472/ieqtt8 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,424,0,https://doi.org/10.15472/ieqtt8
Peréz Gallego C M (2018). Registros biológicos de especies de fauna vertebrada terrestre en las centrales de San Carlos y Jaguas - 2009. Version 10.2. ISAGEN S.A. E.S.P.. Occurrence dataset https://doi.org/10.15472/fgpjnl accessed via GBIF.org on 2022-07-07.,CC0 1.0,422,0,https://doi.org/10.15472/fgpjnl
"Heckel G. 2006. Diversidad, distribución y abundancia de cetáceos en Bahía de los Ángeles y Canal de Ballenas, Golfo de California: bases científicas para una nueva área de observación turística de mamíferos marinos. Centro de Investigación Científica y de Educación Superior de Ensenada. Bases de datos SNIB-CONABIO, proyecto DE008. México, D. F.",CC BY 4.0,420,420,
CONABIO. 2025. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-NC-ND 4.0,400,396,
"Bermudez Diaz M, Veloza T, Campo Carey S, Hernández Lugo J A, Aristizabal García H (2021). Biodiversidad asociada al gasoducto Paiva-Caracolí. Version 1.2. Promigas S.A E.S.P. Occurrence dataset https://doi.org/10.15472/0mwofc accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,398,0,https://doi.org/10.15472/0mwofc
CONABIO. 2021. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-SA 4.0,385,378,
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, MOPS 1989, Cruise 1267. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/199) on yyyy-mm-dd. https://doi.org/10.15468/yfm374 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,385,380,https://doi.org/10.15468/yfm374
CONABIO. 2019. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-SA 4.0,379,379,
"Herrera-Montalvo L. G. y J. J. Flores-Martínez. 2016. Biología reproductiva y diversidad genética: hacia el conocimiento integral del murciélago pescador Myotis vivesi. Instituto de Biología. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto HK002. México, D. F.",CC BY 4.0,374,374,
"Rojas V, Quintana Vargas A (2021). Fototrampeo de la desembocadura del caño Teracay en el río Tomo, Puerto Carreño, Vichada - Proyecto Colombia Bio. Version 1.1. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/zgctun accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,363,0,https://doi.org/10.15472/zgctun
"Van der Heiden A. M., M. Ruiz-Guerrero y M. E. García-Armenta. 2019. Inventario multitaxonómico (plantas, crustáceos y vertebrados) del APFF Meseta de Cacaxtla, Sinaloa, México. Centro de Investigación en Alimentación y Desarrollo A. C. Bases de datos SNIB-CONABIO, proyecto PJ010. Ciudad de México",CC BY 4.0,357,357,
"Bennett S, Carretero-Pinzón X, Pelaéz L M, Martinez E, Sinarahua Barrera L, Murayari Sinarahua A, Pelaez L M (2021). Área Amacayacu - Uso de espacio del mono Churuco en los años 2013 al 2017. Version 2.1. Parques Nacionales Naturales de Colombia. Occurrence dataset https://doi.org/10.15472/brsfkr accessed via GBIF.org on 2022-07-07.",CC0 1.0,355,0,https://doi.org/10.15472/brsfkr
"Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, Delphinus 2009, Cruise 1640. Version 1.7. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/xgmtvb accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,353,350,https://doi.org/10.15468/xgmtvb
"De-Nova J. A., F. J. Sahagún-S, J. Bueno-V y J. Cruzado-C. 2019. Inventario multitaxonómico: PN El Potosí y RB Sierra del Abra Tanchipa (San Luis Potosí). Incidencia y Gobernanza Ambiental A. C. Bases de datos SNIB-CONABIO, proyecto PJ029. Ciudad de México",CC BY 4.0,349,349,
iNaturalistMX. Disponible en https://mexico.inaturalist.org. Acceso 16 de febrero de 2024,CC BY-NC-ND 4.0,338,338,
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, MOPS 1987, Cruise 1081. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/193) on yyyy-mm-dd. https://doi.org/10.15468/rqcp8m accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,337,194,https://doi.org/10.15468/rqcp8m
"Ramírez-Pulido J. 1997. Análisis morfofenético de las poblaciones alopátricas de Thomomys umbrinus (Rodentia: Geomyidae) en la provincia volcánico-transversa. Unidad Iztapalapa. Universidad Autónoma Metropolitana. Bases de datos SNIB-CONABIO, proyecto B011. México, D. F.",CC BY 4.0,337,337,
"Ramírez Martínez N M (2022). Registros de mamíferos de las Reservas Distritales de Humedal de Bogotá, D.C.. Version 1.6. Secretaría Distrital de Ambiente. Occurrence dataset https://doi.org/10.15472/lqvok8 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,335,0,https://doi.org/10.15472/lqvok8
iNaturalistMX. Disponible en https://mexico.inaturalist.org. Acceso 16 de febrero de 2024,CC BY-NC-SA 4.0,333,333,
Ramírez Correal B H (2019). Monitoreo de Flora y Fauna de los Acuerdos de Conservación Voluntaria como estrategia de inversión del 1% de Equión Energía Limited. Version 2.1. Asociación de Becarios del Casanare. Occurrence dataset https://doi.org/10.15472/rgngmg accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,331,0,https://doi.org/10.15472/rgngmg
"León-Paniagua L., Rojas-Soto O. R. y D. Ortiz. 2001. Distribución geográfica de las aves y los mamíferos de las zonas montanas de los estados de San Luis Potosí e Hidalgo circundantes de la Sierra Gorda. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto L176. México, D. F.",CC BY 4.0,326,326,
"Carvajal Cogollo J E, Morales Alba A F, Martínez Dueñas D C, Quiroga Huertas K A, Bello Guio G, Eguis Avendaño J A, García Monroy J S, Gómez Camargo J, Serrato Rivera Y G, Peña Ramírez L J, Pineda Cendales S, Morales González Ó E, Higuera Rojas D F (2022). Caracterización de fauna en diferentes gradientes altitudinales del departamento de Boyacá, Colombia. Version 1.4. Universidad Pedagógica y Tecnológica de Colombia. Occurrence dataset https://doi.org/10.15472/glb3hd accessed via GBIF.org on 2022-07-07.",CC0 1.0,322,0,https://doi.org/10.15472/glb3hd
"Ramsey, J., K. De la Cruz, E. Tun-Ku. 2011. Análisis integral de riesgos para la transmisión de la enfermedad de Chagas en México. Centro Regional de Investigación en Salud Pública, INSP. México",CC BY 4.0,322,322,
"Bermudez Diaz M, Campo Carey S, Veloza T, Arango Escobar P, Piragua Alarcon W, Salazar López L, Sánchez Dueñas I M, Cardenas Arevalo G, Aguilar Puentes M, Bonilla J C, Méndez Mora L M, López González I, Romero J F (2021). Biodiversidad asociada al gasoducto Loop San Mateo-Mamonal. Version 1.3. Promigas S.A E.S.P. Occurrence dataset https://doi.org/10.15472/rmoo5t accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,320,0,https://doi.org/10.15472/rmoo5t
"Ballance L, Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, STAR 1999, Cruise 1613. Version 2.0. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/fhus2r accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,314,309,https://doi.org/10.15468/fhus2r
"Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, Vaquita 2008, Cruise 1637. Version 1.8. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/uvse4n accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,313,313,https://doi.org/10.15468/uvse4n
"Orrell T, Informatics and Data Science Center - Digital Stewardship (2024). NMNH Extant Specimen Records (USNM, US). Version 1.84. National Museum of Natural History, Smithsonian Institution. Occurrence dataset https://doi.org/10.15468/hnhrg3 accessed via GBIF.org on 2024-07-31.",CC0 1.0,310,0,https://doi.org/10.15468/hnhrg3
"Bermudez Diaz M, Romero J F (2021). Primer monitoreo en áreas de compensación por pérdida de biodiversidad relacionadas al Gasoducto Mamonal-Paiva. Promigas S.A E.S.P. Occurrence dataset https://doi.org/10.15472/srzpgy accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,304,0,https://doi.org/10.15472/srzpgy
"Gutiérrez D, Fernández C M (2020). Mamíferos del piedemonte de la sabana de la Orinoquia. Version 1.1. Fundación Reserva Natural La Palmita - Centro de Investigación. Occurrence dataset https://doi.org/10.15472/27cahe accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,300,0,https://doi.org/10.15472/27cahe
"Jimenez Guzman Y A, Higuita H D, Carmona M J, Cano Rojas E, Chinome G A, Valencia J D, Alzate Estrada D, Tamayo J, López L L, Universidad de Antioquia (2022). Fauna y flora asociada a la Central Hidroeléctrica Playas. Version 1.3. Empresas Públicas de Medellín E.S.P.. Occurrence dataset https://doi.org/10.15472/mwd4sp accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,296,0,https://doi.org/10.15472/mwd4sp
"Scholes III, Ph.D. E (2015). Macaulay Library Audio and Video Collection. Cornell Lab of Ornithology. Occurrence dataset https://doi.org/10.15468/ckcdpy accessed via GBIF.org on 2022-07-07.",CC0 1.0,296,63,https://doi.org/10.15468/ckcdpy
"Serna-González M, Mejia W (2021). Fototrampeo al interior de las áreas del Banco de Hábitat del Meta de Terrasos. Version 2.9. TERRASOS. Occurrence dataset https://doi.org/10.15472/nc2uyx accessed via GBIF.org on 2022-07-07.",CC BY 4.0,284,0,https://doi.org/10.15472/nc2uyx
CONABIO. 2023. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-SA 4.0,282,277,
"Lazcano-Barrero M. A., E. J. Torres, J. Castillo y E. Espinoza. 2012. Censo nacional del jaguar y sus presas (1a etapa). Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Comisión Nacional de Áreas Naturales Protegidas (CONANP). Instituto de Ecología. El Colegio de la Frontera Sur. Reserva Ecológica del Edén A. C. Bases de datos SNIB-CONABIO (Reserva Ecológica del Edén, Quintana Roo), proyecto HE011. México, D. F.",CC BY 4.0,277,277,
Sánchez Álzate L J (2021). Colección de Mamíferos - Universidad del Quindío. Version 1.2. Universidad del Quindío. Occurrence dataset https://doi.org/10.15472/jf2bqc accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,273,0,https://doi.org/10.15472/jf2bqc
"Rojano C, Rincón S (2020). Programa de monitoreo comunitario de biodiversidad en RNSC de las veredas Altagracia y Porvenir del Gauchiría, Trinidad, Casanare.. Version 1.1. Fundación Cunaguaro. Occurrence dataset https://doi.org/10.15472/c0mjya accessed via GBIF.org on 2022-07-07.",CC BY 4.0,272,0,https://doi.org/10.15472/c0mjya
